  C       0.000000      0.000000      0.763798
  C      -0.000000     -0.000000     -0.763798
  H      -0.000000      1.016422      1.161322
  H      -0.880247     -0.508211      1.161321
  H       0.880247     -0.508211      1.161321
  H      -0.000000     -1.016422     -1.161322
  H      -0.880247      0.508211     -1.161321
  H       0.880247      0.508211     -1.161321
